,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
9554,2012-10-02 11:00:00,4,0,1,3,23.78,27.275,94,8.9981,7,92,99
9555,2012-10-02 12:00:00,4,0,1,2,24.6,27.275,88,12.998,6,98,104
9556,2012-10-02 13:00:00,4,0,1,2,24.6,27.275,88,8.9981,6,148,154
9557,2012-10-02 14:00:00,4,0,1,3,24.6,27.275,88,8.9981,16,147,163
9558,2012-10-02 15:00:00,4,0,1,3,25.42,28.79,83,8.9981,14,195,209
9560,2012-10-02 17:00:00,4,0,1,3,25.42,28.03,88,7.0015,38,677,715
9561,2012-10-02 18:00:00,4,0,1,3,25.42,27.275,94,6.0032,48,639,687
9562,2012-10-02 19:00:00,4,0,1,3,25.42,27.275,94,0.0,27,368,395
9564,2012-10-02 21:00:00,4,0,1,3,25.42,27.275,94,7.0015,24,265,289
9565,2012-10-02 22:00:00,4,0,1,2,25.42,27.275,94,7.0015,28,212,240
9567,2012-10-03 00:00:00,4,0,1,3,25.42,27.275,94,0.0,5,47,52
9572,2012-10-03 05:00:00,4,0,1,2,25.42,27.275,94,7.0015,2,32,34
9573,2012-10-03 06:00:00,4,0,1,2,24.6,25.76,94,8.9981,4,173,177
9574,2012-10-03 07:00:00,4,0,1,2,24.6,25.76,94,12.998,11,504,515
9575,2012-10-03 08:00:00,4,0,1,2,25.42,28.03,88,7.0015,28,781,809
9576,2012-10-03 09:00:00,4,0,1,2,25.42,28.79,83,12.998,30,332,362
9577,2012-10-03 10:00:00,4,0,1,1,27.06,30.305,78,11.0014,29,146,175
9581,2012-10-03 14:00:00,4,0,1,2,29.52,34.09,70,11.0014,56,195,251
9584,2012-10-03 17:00:00,4,0,1,1,28.7,32.575,65,0.0,84,833,917
9586,2012-10-03 19:00:00,4,0,1,1,28.7,32.575,65,0.0,49,544,593
9587,2012-10-03 20:00:00,4,0,1,1,28.7,32.575,65,0.0,48,449,497
9588,2012-10-03 21:00:00,4,0,1,2,27.06,31.06,74,0.0,14,195,209
9590,2012-10-03 23:00:00,4,0,1,2,27.06,30.305,78,0.0,21,199,220
9593,2012-10-04 02:00:00,4,0,1,1,26.24,28.79,89,0.0,3,10,13
9594,2012-10-04 03:00:00,4,0,1,2,25.42,28.03,88,0.0,5,6,11
9596,2012-10-04 05:00:00,4,0,1,3,26.24,28.79,89,7.0015,2,37,39
9597,2012-10-04 06:00:00,4,0,1,3,25.42,27.275,94,6.0032,1,132,133
9599,2012-10-04 08:00:00,4,0,1,1,26.24,28.79,89,0.0,27,711,738
9600,2012-10-04 09:00:00,4,0,1,2,26.24,28.79,89,12.998,40,319,359
9604,2012-10-04 13:00:00,4,0,1,2,29.52,33.335,58,22.0028,63,231,294
9605,2012-10-04 14:00:00,4,0,1,1,28.7,32.575,61,16.9979,56,211,267
9609,2012-10-04 18:00:00,4,0,1,1,27.06,31.06,57,7.0015,75,812,887
9612,2012-10-04 21:00:00,4,0,1,1,25.42,30.305,69,0.0,33,288,321
9613,2012-10-04 22:00:00,4,0,1,1,26.24,31.06,47,8.9981,29,203,232
9614,2012-10-04 23:00:00,4,0,1,1,24.6,31.06,56,6.0032,18,137,155
9616,2012-10-05 01:00:00,4,0,1,1,22.14,25.76,68,7.0015,3,43,46
9617,2012-10-05 02:00:00,4,0,1,1,22.14,25.76,73,6.0032,1,10,11
9618,2012-10-05 03:00:00,4,0,1,1,22.14,25.76,73,0.0,5,11,16
9619,2012-10-05 04:00:00,4,0,1,1,22.14,25.76,77,0.0,0,11,11
9620,2012-10-05 05:00:00,4,0,1,1,21.32,25.0,77,0.0,0,41,41
9621,2012-10-05 06:00:00,4,0,1,1,21.32,25.0,83,0.0,4,133,137
9623,2012-10-05 08:00:00,4,0,1,1,23.78,27.275,64,0.0,36,749,785
9625,2012-10-05 10:00:00,4,0,1,1,27.06,31.06,54,0.0,68,192,260
9628,2012-10-05 13:00:00,4,0,1,1,28.7,32.575,48,0.0,117,307,424
9629,2012-10-05 14:00:00,4,0,1,1,30.34,32.575,37,15.0013,113,287,400
9630,2012-10-05 15:00:00,4,0,1,1,29.52,32.575,39,16.9979,150,320,470
9631,2012-10-05 16:00:00,4,0,1,1,29.52,32.575,37,0.0,153,481,634
9632,2012-10-05 17:00:00,4,0,1,1,28.7,31.82,42,11.0014,158,742,900
9633,2012-10-05 18:00:00,4,0,1,1,26.24,31.06,57,8.9981,106,655,761
9634,2012-10-05 19:00:00,4,0,1,1,25.42,29.545,73,11.0014,67,433,500
9635,2012-10-05 20:00:00,4,0,1,1,24.6,28.79,78,8.9981,66,306,372
9636,2012-10-05 21:00:00,4,0,1,1,24.6,29.545,69,15.0013,47,220,267
9637,2012-10-05 22:00:00,4,0,1,1,24.6,29.545,73,19.0012,63,201,264
9640,2012-10-06 01:00:00,4,0,0,1,22.96,26.515,83,16.9979,25,116,141
9641,2012-10-06 02:00:00,4,0,0,1,22.96,26.515,78,12.998,13,62,75
9643,2012-10-06 04:00:00,4,0,0,1,22.14,25.76,83,16.9979,4,7,11
9645,2012-10-06 06:00:00,4,0,0,1,22.14,25.76,88,16.9979,2,28,30
9646,2012-10-06 07:00:00,4,0,0,1,22.14,25.76,83,19.9995,13,71,84
9649,2012-10-06 10:00:00,4,0,0,1,25.42,30.305,69,19.0012,198,341,539
9652,2012-10-06 13:00:00,4,0,0,2,26.24,31.06,57,35.0008,310,400,710
9653,2012-10-06 14:00:00,4,0,0,2,24.6,31.06,56,27.9993,269,307,576
9655,2012-10-06 16:00:00,4,0,0,1,24.6,31.06,43,35.0008,317,342,659
9656,2012-10-06 17:00:00,4,0,0,1,22.14,25.76,49,26.0027,268,342,610
9657,2012-10-06 18:00:00,4,0,0,1,21.32,25.0,48,27.9993,183,312,495
9658,2012-10-06 19:00:00,4,0,0,1,19.68,23.485,55,15.0013,102,239,341
9661,2012-10-06 22:00:00,4,0,0,1,18.04,21.97,62,8.9981,45,140,185
9665,2012-10-07 02:00:00,4,0,0,1,17.22,21.21,62,8.9981,10,64,74
9666,2012-10-07 03:00:00,4,0,0,2,18.04,21.97,62,8.9981,5,17,22
9667,2012-10-07 04:00:00,4,0,0,2,18.04,21.97,54,16.9979,5,6,11
9670,2012-10-07 07:00:00,4,0,0,3,17.22,21.21,58,11.0014,6,29,35
9671,2012-10-07 08:00:00,4,0,0,3,17.22,21.21,67,8.9981,11,51,62
9674,2012-10-07 11:00:00,4,0,0,2,17.22,21.21,71,7.0015,76,260,336
9676,2012-10-07 13:00:00,4,0,0,2,18.04,21.97,72,6.0032,80,240,320
9677,2012-10-07 14:00:00,4,0,0,2,18.04,21.97,67,0.0,71,243,314
9678,2012-10-07 15:00:00,4,0,0,3,17.22,21.21,77,8.9981,74,232,306
9680,2012-10-07 17:00:00,4,0,0,3,16.4,20.455,82,15.0013,35,122,157
9681,2012-10-07 18:00:00,4,0,0,3,16.4,20.455,82,12.998,24,82,106
9683,2012-10-07 20:00:00,4,0,0,1,16.4,20.455,82,8.9981,19,97,116
9685,2012-10-07 22:00:00,4,0,0,1,15.58,19.695,87,8.9981,7,72,79
9686,2012-10-07 23:00:00,4,0,0,1,14.76,17.425,93,8.9981,12,68,80
9687,2012-10-08 00:00:00,4,1,0,1,15.58,19.695,76,19.0012,7,44,51
9690,2012-10-08 03:00:00,4,1,0,1,13.94,17.425,81,7.0015,2,8,10
9691,2012-10-08 04:00:00,4,1,0,1,13.12,16.665,87,8.9981,1,6,7
9692,2012-10-08 05:00:00,4,1,0,1,13.94,15.91,76,15.0013,2,17,19
9693,2012-10-08 06:00:00,4,1,0,1,13.94,17.425,76,7.0015,5,54,59
9695,2012-10-08 08:00:00,4,1,0,2,14.76,17.425,71,15.0013,23,374,397
9696,2012-10-08 09:00:00,4,1,0,2,15.58,19.695,66,11.0014,59,273,332
9697,2012-10-08 10:00:00,4,1,0,2,15.58,19.695,68,8.9981,69,229,298
9700,2012-10-08 13:00:00,4,1,0,2,17.22,21.21,62,12.998,82,323,405
9701,2012-10-08 14:00:00,4,1,0,2,17.22,21.21,58,7.0015,121,299,420
9703,2012-10-08 16:00:00,4,1,0,3,17.22,21.21,58,12.998,61,316,377
9705,2012-10-08 18:00:00,4,1,0,2,17.22,21.21,66,19.0012,41,415,456
9707,2012-10-08 20:00:00,4,1,0,3,16.4,20.455,71,15.0013,20,207,227
9708,2012-10-08 21:00:00,4,1,0,2,16.4,20.455,76,15.0013,17,134,151
9710,2012-10-08 23:00:00,4,1,0,2,16.4,20.455,71,15.0013,9,60,69
9716,2012-10-09 05:00:00,4,0,1,2,15.58,19.695,82,12.998,0,19,19
9717,2012-10-09 06:00:00,4,0,1,2,15.58,19.695,82,16.9979,2,141,143
9718,2012-10-09 07:00:00,4,0,1,1,15.58,19.695,83,16.9979,5,357,362
9719,2012-10-09 08:00:00,4,0,1,2,17.22,21.21,80,12.998,15,698,713
9720,2012-10-09 09:00:00,4,0,1,2,17.22,21.21,77,15.0013,37,345,382
9721,2012-10-09 10:00:00,4,0,1,2,18.04,21.97,75,15.0013,33,131,164
9725,2012-10-09 14:00:00,4,0,1,2,22.14,25.76,64,12.998,43,201,244
9726,2012-10-09 15:00:00,4,0,1,2,21.32,25.0,63,11.0014,59,195,254
9727,2012-10-09 16:00:00,4,0,1,2,20.5,24.24,72,11.0014,70,354,424
9731,2012-10-09 20:00:00,4,0,1,2,20.5,24.24,72,11.0014,30,330,360
9732,2012-10-09 21:00:00,4,0,1,2,19.68,23.485,77,8.9981,16,209,225
9733,2012-10-09 22:00:00,4,0,1,2,19.68,23.485,77,6.0032,7,155,162
9734,2012-10-09 23:00:00,4,0,1,2,19.68,23.485,77,6.0032,8,76,84
9737,2012-10-10 02:00:00,4,0,1,2,18.86,22.725,88,0.0,2,6,8
9738,2012-10-10 03:00:00,4,0,1,2,18.86,22.725,88,0.0,0,6,6
9741,2012-10-10 06:00:00,4,0,1,2,18.86,22.725,88,6.0032,3,172,175
9742,2012-10-10 07:00:00,4,0,1,1,18.86,22.725,82,7.0015,9,498,507
9745,2012-10-10 10:00:00,4,0,1,1,22.96,26.515,52,19.9995,27,190,217
9747,2012-10-10 12:00:00,4,0,1,1,22.14,25.76,56,15.0013,78,312,390
9752,2012-10-10 17:00:00,4,0,1,1,23.78,27.275,43,15.0013,91,857,948
9754,2012-10-10 19:00:00,4,0,1,2,22.96,26.515,46,39.0007,32,534,566
9756,2012-10-10 21:00:00,4,0,1,1,20.5,24.24,51,23.9994,18,251,269
9758,2012-10-10 23:00:00,4,0,1,1,18.04,21.97,58,12.998,17,119,136
9759,2012-10-11 00:00:00,4,0,1,1,18.04,21.97,51,8.9981,1,41,42
9760,2012-10-11 01:00:00,4,0,1,1,18.04,21.97,47,12.998,1,10,11
9761,2012-10-11 02:00:00,4,0,1,1,17.22,21.21,50,8.9981,4,7,11
9765,2012-10-11 06:00:00,4,0,1,1,14.76,17.425,50,11.0014,1,158,159
9766,2012-10-11 07:00:00,4,0,1,1,14.76,16.665,50,16.9979,11,467,478
9767,2012-10-11 08:00:00,4,0,1,1,15.58,19.695,46,26.0027,25,773,798
9768,2012-10-11 09:00:00,4,0,1,1,16.4,20.455,43,26.0027,27,328,355
9769,2012-10-11 10:00:00,4,0,1,1,18.04,21.97,41,23.9994,39,165,204
9770,2012-10-11 11:00:00,4,0,1,1,18.86,22.725,36,0.0,76,175,251
9772,2012-10-11 13:00:00,4,0,1,1,20.5,24.24,31,7.0015,48,243,291
9778,2012-10-11 19:00:00,4,0,1,1,18.04,21.97,51,8.9981,81,662,743
9779,2012-10-11 20:00:00,4,0,1,1,17.22,21.21,62,11.0014,27,388,415
9780,2012-10-11 21:00:00,4,0,1,1,17.22,21.21,62,8.9981,24,236,260
9783,2012-10-12 00:00:00,4,0,1,1,16.4,20.455,66,7.0015,8,60,68
9784,2012-10-12 01:00:00,4,0,1,1,16.4,20.455,66,6.0032,8,29,37
9785,2012-10-12 02:00:00,4,0,1,1,16.4,20.455,66,6.0032,0,16,16
9787,2012-10-12 04:00:00,4,0,1,1,14.76,18.18,76,7.0015,0,8,8
9789,2012-10-12 06:00:00,4,0,1,1,13.94,17.425,81,6.0032,3,140,143
9790,2012-10-12 07:00:00,4,0,1,1,14.76,18.18,81,6.0032,8,384,392
9791,2012-10-12 08:00:00,4,0,1,1,17.22,21.21,71,6.0032,34,711,745
9794,2012-10-12 11:00:00,4,0,1,1,22.14,25.76,37,23.9994,61,252,313
9795,2012-10-12 12:00:00,4,0,1,1,22.14,25.76,39,31.0009,75,312,387
9796,2012-10-12 13:00:00,4,0,1,1,22.96,26.515,37,26.0027,81,300,381
9797,2012-10-12 14:00:00,4,0,1,1,22.96,26.515,37,31.0009,109,262,371
9799,2012-10-12 16:00:00,4,0,1,1,18.86,22.725,41,23.9994,108,412,520
9802,2012-10-12 19:00:00,4,0,1,1,17.22,21.21,41,15.0013,40,453,493
9803,2012-10-12 20:00:00,4,0,1,1,17.22,21.21,47,8.9981,28,280,308
9804,2012-10-12 21:00:00,4,0,1,1,16.4,20.455,54,12.998,21,169,190
9805,2012-10-12 22:00:00,4,0,1,1,16.4,20.455,47,19.9995,17,143,160
9810,2012-10-13 03:00:00,4,0,0,1,13.12,15.15,66,15.0013,2,13,15
9811,2012-10-13 04:00:00,4,0,0,1,12.3,15.15,65,11.0014,2,9,11
9813,2012-10-13 06:00:00,4,0,0,1,12.3,14.395,61,12.998,5,23,28
9814,2012-10-13 07:00:00,4,0,0,1,12.3,15.15,61,11.0014,10,60,70
9815,2012-10-13 08:00:00,4,0,0,1,13.94,17.425,53,7.0015,23,151,174
9821,2012-10-13 14:00:00,4,0,0,1,19.68,23.485,33,12.998,243,354,597
9825,2012-10-13 18:00:00,4,0,0,1,18.86,22.725,44,8.9981,174,299,473
9826,2012-10-13 19:00:00,4,0,0,1,18.04,21.97,44,11.0014,73,259,332
9829,2012-10-13 22:00:00,4,0,0,1,16.4,20.455,62,0.0,33,156,189
9830,2012-10-13 23:00:00,4,0,0,1,17.22,21.21,58,19.9995,27,98,125
9833,2012-10-14 02:00:00,4,0,0,1,16.4,20.455,76,6.0032,8,58,66
9835,2012-10-14 04:00:00,4,0,0,1,17.22,21.21,77,19.0012,2,10,12
9837,2012-10-14 06:00:00,4,0,0,1,16.4,20.455,82,11.0014,4,20,24
9839,2012-10-14 08:00:00,4,0,0,1,18.04,21.97,77,12.998,28,104,132
9844,2012-10-14 13:00:00,4,0,0,1,26.24,31.06,41,30.0026,218,401,619
9845,2012-10-14 14:00:00,4,0,0,1,27.06,31.06,39,27.9993,249,368,617
9846,2012-10-14 15:00:00,4,0,0,1,27.06,31.06,39,27.9993,213,355,568
9847,2012-10-14 16:00:00,4,0,0,1,26.24,31.06,41,19.9995,203,378,581
9848,2012-10-14 17:00:00,4,0,0,1,26.24,31.06,44,12.998,193,346,539
9851,2012-10-14 20:00:00,4,0,0,1,22.14,25.76,73,15.0013,48,198,246
9852,2012-10-14 21:00:00,4,0,0,1,22.96,26.515,73,30.0026,40,156,196
9854,2012-10-14 23:00:00,4,0,0,2,22.96,26.515,68,19.0012,27,78,105
9855,2012-10-15 00:00:00,4,0,1,2,22.96,26.515,73,16.9979,17,31,48
9856,2012-10-15 01:00:00,4,0,1,2,23.78,27.275,64,26.0027,5,24,29
9859,2012-10-15 04:00:00,4,0,1,2,22.96,26.515,68,15.0013,1,9,10
9860,2012-10-15 05:00:00,4,0,1,2,22.96,26.515,73,19.0012,2,38,40
9865,2012-10-15 10:00:00,4,0,1,2,24.6,29.545,73,26.0027,43,125,168
9868,2012-10-15 13:00:00,4,0,1,2,22.96,26.515,88,15.0013,37,109,146
9870,2012-10-15 15:00:00,4,0,1,1,24.6,28.79,78,22.0028,70,190,260
9871,2012-10-15 16:00:00,4,0,1,1,22.96,26.515,64,19.9995,76,371,447
9872,2012-10-15 17:00:00,4,0,1,1,22.96,26.515,64,16.9979,96,670,766
9874,2012-10-15 19:00:00,4,0,1,3,21.32,25.0,83,6.0032,12,227,239
9875,2012-10-15 20:00:00,4,0,1,2,21.32,25.0,72,26.0027,19,237,256
9876,2012-10-15 21:00:00,4,0,1,1,21.32,25.0,59,22.0028,16,190,206
9879,2012-10-16 00:00:00,4,0,1,1,18.86,22.725,63,26.0027,3,45,48
9881,2012-10-16 02:00:00,4,0,1,1,18.04,21.97,67,8.9981,2,1,3
9883,2012-10-16 04:00:00,4,0,1,1,17.22,21.21,67,11.0014,0,7,7
9885,2012-10-16 06:00:00,4,0,1,1,17.22,21.21,67,11.0014,4,168,172
9886,2012-10-16 07:00:00,4,0,1,1,17.22,21.21,67,6.0032,20,505,525
9889,2012-10-16 10:00:00,4,0,1,1,20.5,24.24,48,19.0012,65,157,222
9890,2012-10-16 11:00:00,4,0,1,1,20.5,24.24,45,27.9993,56,172,228
9891,2012-10-16 12:00:00,4,0,1,2,21.32,25.0,45,22.0028,69,256,325
9892,2012-10-16 13:00:00,4,0,1,1,21.32,25.0,45,19.0012,68,260,328
9893,2012-10-16 14:00:00,4,0,1,1,22.14,25.76,39,16.9979,94,214,308
9895,2012-10-16 16:00:00,4,0,1,1,22.14,25.76,39,19.0012,79,367,446
9896,2012-10-16 17:00:00,4,0,1,1,21.32,25.0,39,12.998,104,839,943
9897,2012-10-16 18:00:00,4,0,1,1,20.5,24.24,42,11.0014,71,767,838
9898,2012-10-16 19:00:00,4,0,1,1,19.68,23.485,48,0.0,40,491,531
9899,2012-10-16 20:00:00,4,0,1,1,18.86,22.725,55,0.0,35,397,432
9900,2012-10-16 21:00:00,4,0,1,1,18.86,22.725,63,0.0,19,176,195
9901,2012-10-16 22:00:00,4,0,1,1,16.4,20.455,71,6.0032,18,163,181
9903,2012-10-17 00:00:00,4,0,1,1,15.58,19.695,76,0.0,1,48,49
9904,2012-10-17 01:00:00,4,0,1,1,15.58,19.695,76,0.0,3,14,17
9905,2012-10-17 02:00:00,4,0,1,1,15.58,19.695,76,0.0,4,12,16
9906,2012-10-17 03:00:00,4,0,1,1,14.76,18.94,87,0.0,0,7,7
9908,2012-10-17 05:00:00,4,0,1,2,14.76,18.94,81,0.0,2,39,41
9909,2012-10-17 06:00:00,4,0,1,1,15.58,19.695,82,0.0,7,171,178
9910,2012-10-17 07:00:00,4,0,1,1,14.76,18.18,81,7.0015,15,449,464
9911,2012-10-17 08:00:00,4,0,1,2,16.4,20.455,76,0.0,38,779,817
9912,2012-10-17 09:00:00,4,0,1,2,17.22,21.21,77,0.0,38,344,382
9913,2012-10-17 10:00:00,4,0,1,2,18.86,22.725,67,0.0,60,168,228
9914,2012-10-17 11:00:00,4,0,1,2,20.5,24.24,51,6.0032,78,156,234
9916,2012-10-17 13:00:00,4,0,1,2,22.14,25.76,49,8.9981,73,237,310
9917,2012-10-17 14:00:00,4,0,1,2,22.96,26.515,43,11.0014,82,188,270
9918,2012-10-17 15:00:00,4,0,1,2,23.78,27.275,43,15.0013,62,239,301
9922,2012-10-17 19:00:00,4,0,1,1,20.5,24.24,72,12.998,49,467,516
9923,2012-10-17 20:00:00,4,0,1,1,20.5,24.24,72,8.9981,54,360,414
9924,2012-10-17 21:00:00,4,0,1,1,18.86,22.725,82,12.998,28,301,329
9926,2012-10-17 23:00:00,4,0,1,1,18.86,22.725,88,15.0013,15,84,99
9929,2012-10-18 02:00:00,4,0,1,1,18.86,22.725,82,12.998,1,13,14
9930,2012-10-18 03:00:00,4,0,1,1,18.04,21.97,88,15.0013,0,5,5
9931,2012-10-18 04:00:00,4,0,1,1,18.04,21.97,88,15.0013,0,5,5
9932,2012-10-18 05:00:00,4,0,1,1,18.04,21.97,82,15.0013,1,41,42
9933,2012-10-18 06:00:00,4,0,1,1,18.04,21.97,88,19.9995,3,150,153
9934,2012-10-18 07:00:00,4,0,1,1,18.04,21.97,88,16.9979,20,488,508
9935,2012-10-18 08:00:00,4,0,1,1,18.86,22.725,82,16.9979,31,803,834
9936,2012-10-18 09:00:00,4,0,1,2,20.5,24.24,77,11.0014,41,346,387
9939,2012-10-18 12:00:00,4,0,1,2,24.6,31.06,53,16.9979,93,284,377
9941,2012-10-18 14:00:00,4,0,1,2,25.42,31.06,50,19.9995,94,191,285
9942,2012-10-18 15:00:00,4,0,1,2,24.6,30.305,60,12.998,69,284,353
9944,2012-10-18 17:00:00,4,0,1,2,23.78,27.275,64,22.0028,102,788,890
9945,2012-10-18 18:00:00,4,0,1,2,22.96,26.515,64,22.0028,68,720,788
9946,2012-10-18 19:00:00,4,0,1,2,22.96,26.515,68,19.9995,42,471,513
9948,2012-10-18 21:00:00,4,0,1,2,22.14,25.76,77,12.998,38,245,283
9949,2012-10-18 22:00:00,4,0,1,2,22.14,25.76,83,12.998,27,202,229
9951,2012-10-19 00:00:00,4,0,1,2,22.96,26.515,83,7.0015,5,51,56
9952,2012-10-19 01:00:00,4,0,1,3,22.14,25.76,88,0.0,4,12,16
9953,2012-10-19 02:00:00,4,0,1,2,22.14,25.76,88,0.0,1,9,10
9954,2012-10-19 03:00:00,4,0,1,2,22.96,26.515,83,0.0,0,5,5
9958,2012-10-19 07:00:00,4,0,1,3,22.14,25.76,94,0.0,5,149,154
9959,2012-10-19 08:00:00,4,0,1,2,22.14,25.76,94,7.0015,20,447,467
9960,2012-10-19 09:00:00,4,0,1,2,22.14,25.76,94,7.0015,26,363,389
9963,2012-10-19 12:00:00,4,0,1,1,26.24,30.305,69,15.0013,74,258,332
9964,2012-10-19 13:00:00,4,0,1,1,25.42,29.545,73,15.0013,87,288,375
9965,2012-10-19 14:00:00,4,0,1,1,27.06,31.06,61,16.9979,88,277,365
9967,2012-10-19 16:00:00,4,0,1,3,25.42,30.305,69,23.9994,131,434,565
9969,2012-10-19 18:00:00,4,0,1,1,22.96,26.515,83,7.0015,21,212,233
9970,2012-10-19 19:00:00,4,0,1,1,22.14,25.76,88,11.0014,19,213,232
9974,2012-10-19 23:00:00,4,0,1,1,18.86,22.725,88,7.0015,13,118,131
9975,2012-11-01 00:00:00,4,0,1,1,14.76,18.18,57,6.0032,8,52,60
9977,2012-11-01 02:00:00,4,0,1,1,13.12,16.665,66,8.9981,10,10,20
9978,2012-11-01 03:00:00,4,0,1,1,13.94,16.665,61,8.9981,5,10,15
9979,2012-11-01 04:00:00,4,0,1,2,13.94,17.425,66,7.0015,2,8,10
9981,2012-11-01 06:00:00,4,0,1,1,13.94,16.665,61,11.0014,2,146,148
9982,2012-11-01 07:00:00,4,0,1,2,14.76,17.425,57,11.0014,6,414,420
9984,2012-11-01 09:00:00,4,0,1,3,14.76,18.18,57,7.0015,21,310,331
9985,2012-11-01 10:00:00,4,0,1,3,14.76,17.425,62,12.998,13,133,146
9987,2012-11-01 12:00:00,4,0,1,3,15.58,19.695,62,11.0014,23,198,221
9988,2012-11-01 13:00:00,4,0,1,2,16.4,20.455,58,11.0014,49,199,248
9991,2012-11-01 16:00:00,4,0,1,2,16.4,20.455,54,11.0014,31,313,344
9992,2012-11-01 17:00:00,4,0,1,3,16.4,20.455,50,15.0013,37,652,689
9993,2012-11-01 18:00:00,4,0,1,2,16.4,20.455,50,11.0014,50,628,678
9998,2012-11-01 23:00:00,4,0,1,1,13.94,16.665,57,11.0014,8,112,120
10001,2012-11-02 02:00:00,4,0,1,1,13.12,15.91,66,11.0014,3,7,10
10002,2012-11-02 03:00:00,4,0,1,1,12.3,15.15,70,11.0014,0,3,3
10003,2012-11-02 04:00:00,4,0,1,1,12.3,15.91,70,7.0015,1,6,7
10004,2012-11-02 05:00:00,4,0,1,2,13.12,15.91,66,11.0014,1,25,26
10006,2012-11-02 07:00:00,4,0,1,2,12.3,15.15,70,8.9981,8,349,357
10009,2012-11-02 10:00:00,4,0,1,1,15.58,19.695,46,19.9995,21,183,204
10013,2012-11-02 14:00:00,4,0,1,2,16.4,20.455,40,32.9975,63,199,262
10014,2012-11-02 15:00:00,4,0,1,2,16.4,20.455,40,27.9993,51,255,306
10019,2012-11-02 20:00:00,4,0,1,2,14.76,16.665,46,27.9993,14,207,221
10021,2012-11-02 22:00:00,4,0,1,1,14.76,16.665,46,16.9979,14,135,149
10022,2012-11-02 23:00:00,4,0,1,1,13.94,15.15,53,19.9995,11,108,119
10025,2012-11-03 02:00:00,4,0,0,2,13.94,15.91,49,16.9979,10,36,46
10026,2012-11-03 03:00:00,4,0,0,2,13.94,15.91,49,16.9979,6,22,28
10028,2012-11-03 05:00:00,4,0,0,2,13.12,15.15,49,16.9979,1,8,9
10029,2012-11-03 06:00:00,4,0,0,2,13.12,15.91,49,12.998,4,17,21
10030,2012-11-03 07:00:00,4,0,0,2,13.12,15.15,49,16.9979,1,58,59
10032,2012-11-03 09:00:00,4,0,0,2,13.94,15.15,49,19.9995,31,188,219
10034,2012-11-03 11:00:00,4,0,0,2,14.76,16.665,46,26.0027,56,284,340
10035,2012-11-03 12:00:00,4,0,0,2,14.76,15.91,46,31.0009,74,320,394
10036,2012-11-03 13:00:00,4,0,0,2,14.76,16.665,46,23.9994,110,339,449
10039,2012-11-03 16:00:00,4,0,0,2,14.76,16.665,46,22.0028,108,292,400
10040,2012-11-03 17:00:00,4,0,0,2,14.76,16.665,46,19.9995,112,298,410
10041,2012-11-03 18:00:00,4,0,0,2,14.76,16.665,46,19.0012,58,239,297
10042,2012-11-03 19:00:00,4,0,0,1,14.76,17.425,50,11.0014,22,217,239
10043,2012-11-03 20:00:00,4,0,0,1,13.94,16.665,53,8.9981,23,158,181
10044,2012-11-03 21:00:00,4,0,0,1,13.94,17.425,53,7.0015,31,135,166
10047,2012-11-04 00:00:00,4,0,0,1,12.3,15.91,61,7.0015,5,97,102
10050,2012-11-04 03:00:00,4,0,0,1,11.48,14.395,61,7.0015,1,10,11
10051,2012-11-04 04:00:00,4,0,0,1,10.66,13.635,65,8.9981,2,7,9
10052,2012-11-04 05:00:00,4,0,0,1,10.66,13.635,65,7.0015,0,5,5
10053,2012-11-04 06:00:00,4,0,0,1,11.48,14.395,61,8.9981,2,14,16
10057,2012-11-04 10:00:00,4,0,0,1,13.94,16.665,49,12.998,73,287,360
10060,2012-11-04 13:00:00,4,0,0,1,16.4,20.455,43,15.0013,122,371,493
10061,2012-11-04 14:00:00,4,0,0,1,16.4,20.455,40,12.998,149,360,509
10065,2012-11-04 18:00:00,4,0,0,1,14.76,17.425,43,15.0013,31,206,237
10067,2012-11-04 20:00:00,4,0,0,1,13.12,14.395,53,23.9994,7,134,141
10070,2012-11-04 23:00:00,4,0,0,2,12.3,15.15,56,11.0014,12,41,53
10071,2012-11-05 00:00:00,4,0,1,2,12.3,14.395,56,12.998,3,20,23
10073,2012-11-05 02:00:00,4,0,1,2,12.3,15.15,56,11.0014,2,4,6
10074,2012-11-05 03:00:00,4,0,1,2,12.3,14.395,56,15.0013,1,3,4
10075,2012-11-05 04:00:00,4,0,1,2,12.3,14.395,52,16.9979,5,11,16
10077,2012-11-05 06:00:00,4,0,1,2,12.3,14.395,49,19.0012,4,135,139
10079,2012-11-05 08:00:00,4,0,1,2,12.3,14.395,49,15.0013,19,629,648
10080,2012-11-05 09:00:00,4,0,1,2,12.3,14.395,52,19.0012,18,239,257
10083,2012-11-05 12:00:00,4,0,1,1,14.76,16.665,43,22.0028,38,206,244
10084,2012-11-05 13:00:00,4,0,1,1,14.76,16.665,40,16.9979,39,183,222
10086,2012-11-05 15:00:00,4,0,1,1,15.58,19.695,40,19.0012,24,207,231
10087,2012-11-05 16:00:00,4,0,1,1,14.76,16.665,43,19.0012,35,325,360
10089,2012-11-05 18:00:00,4,0,1,1,13.94,15.91,46,15.0013,19,523,542
10092,2012-11-05 21:00:00,4,0,1,1,12.3,14.395,52,19.0012,8,144,152
10095,2012-11-06 00:00:00,4,0,1,1,9.84,12.88,60,7.0015,1,18,19
